case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
407,,,In Development,,,,,,,,,,False,Academia,"Shanghai Jiaotong University, Research Institute of Composite Materials",,,Butterfly-inspired solar surface.,,Spiral demonstrates efficient packing found in nature such as in Fibonacci spirals.,Fibonacci-inspired spiral pattern,True,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.chemistryworld.com/news/butterfly-wings-inspire-solar-cell-design/3004940.article; Zhang W. et al. 2009. Novel Photoanode Structure Templated from Butterfly Wing Scales. Chemistry of Materials 21(1) pp.33-40.,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
408,,,Commercially Available,,,,,,,,,,False,,Amylin Pharmaceuticals Inc,,Byetta Exenatide Injection,Synthetic hormone injection to improve blood sugar control in adults with type 2 diabetes.,,Geometric arrangement based on the configuration of shed vortices in the wake of schooling fish.,Schools of fish,False,Animalia,Chordates,Chordata,Community,Population,Ecosystem,1.0,False,,,True,Biology to Design,https://www.azpicentral.com/byetta/byetta.pdf; Furman B.L. 2012. The development of Byetta (exenatide) from the venom of the Gila monster. Toxicon 59(4) pp.464-471.,,,,,,,,,,,Biology to,Biology to Design,Byetta Exenatide Injection,False,False,True,False,False,,
409,,,Commercially Available,,,,,,,,,,False,,Calera,,Supplementary Cementitious Material,Mineralization via Aqueous Precipitation (MAP) cement-making process.,,Tubercles on leading edge of humpback whale flippers increase lift and reduce drag.,Humpback whale flipper,False,Animalia,Chordates,Chordata,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://earthsky.org/human-world/brent-constantz-builds-cement-like-coral-do/,,,,,,,,,,,Biology to,Biology to Design,Supplementary Cementitious Material,False,True,False,False,False,,
410,,,In Development,,,,,,,,,,False,Academia,"Karlsruhe Research Centre, Institute for Materials Research",,CAO and SKO design software,"Engineering design software used to design products that are strong yet lightweight, such as car parts.",,Surface texture of shells of tenebrionid Stenocara beetles with hydrophilic bumps and hydrophobic troughs to collect water.,Shells of tenebrionid Stenocara beetles,True,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.kit.edu/kit/english/pi_2010_1240.php,,,,,,,,,,,Biology to,Biology to Design,CAO and SKO design software,False,True,False,False,False,,
411,,,In Development,,,,,,,,,,False,Academia,,,,Capillary faucets.,,Namibian desert beetle shell surface texture used for fog harvesting mesh.,Shells of tenebrionid Stenocara beetles,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://campusweb.cofo.edu/ICS/icsfs/mm/biomechanics-of-water-flow.html,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
412,,,In Development,,,,,,,,,,False,Academia,Intelligent Polymer Research Institute,,,Carbon Nanotube Artificial Muscle.,,Marine Adhesive Proteins MAPs from blue mussel used to create water-resistant wood adhesive.,Blue mussel Mytilus edulis adhesive,False,Animalia,Invertebrates,Mollusca,Organism,Organ,Population,1.0,False,Mytilus edulis,,True,Biology to Design,https://www.uow.edu.au/research/our-research/research-institutes-and-facilities/australian-institute-for-innovative-materials/ipri/; Lima et al. 2012. Electrically Chemically and Photonically Powered Torsional and Tensile Actuation of Hybrid Carbon Nanotube Yarn Muscles. Science.,,,,,,,,,,,Biology to,Biology to Design,,False,False,True,False,False,,
413,,,Commercially Available,,,,,,,,,,False,Industry,BigSky Technologies LLC,,GreenShield fabric finish,Oil-repellant water-repellant and stain-repellant fabric finish for use in commercial automotive and hospitality industries.,,Various processing companies use each others residual or by-products mutually mimicking symbiosis.,Symbiosis various organisms,True,Fungi,Fungi,,Community,Organism,Ecosystem,1.0,True,,,True,Biology to Design,https://www.mushroompackaging.com/,,,,,,,,,,,Biology to,Biology to Design,GreenShield fabric finish,False,False,True,False,False,,
414,,,Commercially Available,,,,,,,,,,True,Industry,AquaPro,,Groasis waterboxx,Box that serves as an incubator for trees during early development.,,Artificial Golgi apparatus capable of mimicking the cellular organelles ability to synthesize complex organic molecules.,Golgi apparatus,True,Animalia,Chordates,Chordata,Cell,Organelle,Tissue,2.0,False,,,True,Biology to Design,Goff A.L. et al. 2009. From Hydrogenases to Noble Metal-Free Catalytic Nanomaterials for H2 Production. Science 326(5958) pp.1384-1387.,,,,,,,,,,,Biology to,Biology to Design,Groasis waterboxx,False,True,False,False,False,,
415,,,In Development,,,,,,,,,,False,Academia,Massachusetts Institute of Technology,,,Heliotrope sun-tracking system. A passive solar panel that measures temperature difference between shaded and sunlit areas.,,Mimics the hierarchical structure of a tree.,Tree hierarchical structure,False,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,Pang C. et al. 2012. A flexible and highly sensitive strain-gauge sensor using reversible interlocking of nanofibres. Nature Materials 11(9) pp.795-801.,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
416,,,In Development,,,,,,,,,,False,Industry,Decker Yeadon,,,Homeostatic facade system.,,Mimics grasshopper neurological collision avoidance.,Grasshoppers neurological collision avoidance,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://asknature.org/product/8cb076fafce8b95b379adc020d7ed705,,,,,,,,,,,Biology to,Biology to Design,,False,True,True,False,False,,
417,,,In Development,,,,,,,,,,False,Academia,Tel-Aviv University,,,A dye-sensitised solar panel using the pigment xanthopterin found in the Asian hornet to gather solar radiation.,,Mimics complex surface of a lotus leaf to repel water and dirt.,Lotus leaf,False,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://sites.google.com/site/yysnanophotonics/home,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
418,,,Commercially Available,,,,,,,,,,False,Industry,Schaefer Ventilation,,HotZone radiant heater using IRLens,Spot heater that focuses radiant heat.,,Potentially mimicking the self-cleaning abilities of the lotus leaf.,Lotus leaf,True,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://sites.mst.edu/shelleyminteer/; C. Fischer et al. 2011. Mitochondrial Biofuel Cells. Physical Chemistry Chemical Physics 13 86-92.,,,,,,,,,,,Biology to,Biology to Design,HotZone radiant heater using IRLens,False,False,True,False,False,,
419,,,In Development,,,,,,,,,,False,Academia,University of Akron,,,Humidity responsive fibers to be used in a biomimetic muscle.,,Mimics the dolphin tail for efficient swimming.,Dolphin tail,True,Animalia,Chordates,Chordata,Organism,Organ,Population,2.0,False,,,True,Biology to Design,https://www.sabinlab.com/eskin,,,,,,,,,,,Biology to,Biology to Design,,False,True,True,False,False,,
420,,,Commercially Available,,,,,,,,,,True,Academia,Sogang University,,,Humidity sensor.,,Sea cucumber skin Mutable Collagenous Tissue can change from stiff to nearly liquid as defense mechanism.,Sea cucumber and starfish tissue,False,Animalia,Invertebrates,Echinodermata,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.evologics.de/en/products/acoustics/Technology.html,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
421,,,Commercially Available,,,,,,,,,,False,Academia,Harvard University Aizenberg lab,,,Hydrophobic de-icing.,,"Mimics mussel adhesive proteins DOPA L-3,4-dihydroxyphenylalanine for medical implant coating.",Mussel adhesive DOPA,True,Animalia,Invertebrates,Mollusca,Organism,Organ,Population,1.0,False,Mytilus edulis,,True,Biology to Design,https://www.greencarreports.com/news/1020616_covering-your-car-in-sharkskin-dimples-does-nothing-for-fuel-economy,,,,,,,,,,,Biology to,Biology to Design,,False,False,True,False,False,,
422,,,Commercially Available,,,,,,,,,,False,,InterfaceFLOR,,i2 Modular carpet,Carpet tiles featuring a random pattern and gradations of colors.,,Mimics the groups of cells that give electric eels their shocking capabilities for microbattery design.,Electric eel cells,True,Animalia,Chordates,Chordata,Cell,Organelle,Organism,1.0,False,,,True,Biology to Design,https://www.ziehl-abegg.com/us/fans.html,,,,,,,,,,,Biology to,Biology to Design,i2 Modular carpet,False,True,False,False,False,,
423,,,Commercially Available,,,,,,,,,,True,Industry,LIXIL Corporation,,INAX self-cleaning surface (Microguard),Exterior self-cleaning wall coating.,,Microfluidic assembly device mimicking the orb weaving spider spinning duct gland.,Orb weaving spider spinning duct gland,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://asknature.org/innovation/efficient-showerhead-inspired-by-the-fibonacci-spiral/,,,,,,,,,,,Biology to,Biology to Design,INAX self-cleaning surface (Microguard),False,True,False,False,False,,
424,,,In Development,,,,,,,,,,False,Industry,Insect Biotechnology Inc,,,Insect repellant.,,Product mimics the layers of materials which protect a woodpeckers head during drumming behaviour.,Woodpecker shock absorption,False,Animalia,Chordates,Chordata,Community,Population,Ecosystem,1.0,False,,,True,Biology to Design,https://www.caltech.edu/about/news/schooling-fish-offer-new-ideas-wind-farming-1619; Whittlesey R.W. Liska S. & Dabiri J.O. 2010. Fish schooling as a basis for vertical axis wind turbine farm design. Bioinspiration & Biomimetics 5(3).,,,,,,,,,,,Biology to,Biology to Design,,False,False,True,False,False,,
425,,,Commercially Available,,,,,,,,,,False,Industry,Joinlock Pty Ltd,,Joinlox,Method of joining rigid or semi-rigid components.,,Mimics the lotus leaf self-cleaning properties due to lotus leaf nanostructure.,Lotus leaf,False,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.fluidearth.org/,,,,,,,,,,,Biology to,Biology to Design,Joinlox,False,True,False,False,False,,
426,,,Commercially Available,,,,,,,,,,False,Industry,Kalundborg Municipality and nearby industries,,Kalundborg Industrial Symbiosis,Mutual use of byproducts between various companies in a municipality.,,Lotus leaf superhydrophobicity and mushroom spore discharge powered by energy released when dew droplets merge.,Lotus leaf and mushrooms,False,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.qinetiq.com/,,,,,,,,,,,Biology to,Biology to Design,Kalundborg Industrial Symbiosis,False,True,False,False,False,,
427,,,Commercially Available,,,,,,,,,,False,Industry,Rensselaer Polytechnic Institute,,,Lab-on-chip pharmaceutical synthesis.,,Structure of butterfly wings and peacock feathers mimicked to produce vivid structural colours.,Butterfly wings and peacock feathers,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://phys.org/news/2011-04-thick-air-refining-tools-techniques.html,,,,,,,,,,,Biology to,Biology to Design,,False,True,False,False,False,,
428,,,Commercially Available,,,,,,,,,,True,Industry,Khoji Psychological Tools,,LifeTree Psychological Tool,Psychological tool that helps with organizing behaviour.,,A robotic device mimics the autorotative capability of the samara maple seed.,Samara maple seed,False,Plantae,Plants,Anthophyta,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.columbiaforestproducts.com/purebond/,,,,,,,,,,,Biology to,Biology to Design,LifeTree Psychological Tool,False,True,False,False,False,,
429,,,In Development,,,,,,,,,,False,Academia,Hungarian Academy of Sciences; University of Newcastle upon Tyne; Volvo Car Corporation,,LOCUST visual collision detector,Object detection for collision avoidance using spatiotemporal image processing.,,Fibers coloured by structural colouration mimicking the mechanism of the South American Morpho butterfly wing.,South American Morpho butterfly wing,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,Morpho butterfly,,True,Biology to Design,https://www.nih.gov/news/pr/jul2007/nidcr-18.htm; https://biomaterials.bme.northwestern.edu/mussel.asp,,,,,,,,,,,Biology to,Biology to Design,LOCUST visual collision detector,False,True,False,False,False,,
430,,,Commercially Available,,,,,,,,,,False,Industry,Erlus,,ERLUS LOTUS Clay roof tiles,Lotus clay roofing tiles.,,Cooperative motion of needles imitating the mosquito proboscis motion.,Mosquito proboscis,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.karplab.net/research/medical.html,,,,,,,,,,,Biology to,Biology to Design,ERLUS LOTUS Clay roof tiles,False,True,False,False,False,,
431,,,Commercially Available,,,,,,,,,,False,Industry,Sto Corp,,Lotusan paint,Exterior self-cleaning coating.,,Acrylic resin used to achieve moth eye patterning for anti-reflective properties.,Moth eye,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www2.lbl.gov/Science-Articles/Archive/sabl/2006/Jul/01.html,,,,,,,,,,,Biology to,Biology to Design,Lotusan paint,False,True,False,False,False,,
432,,,"Discontinued, was Commercially Available",,,,,,,,,,False,Industry,Zero Gravity,,Lunocet,Monofin.,,Mimics the nanostructures found on eyes of nocturnal moths to develop anti-reflective and anti-glare films.,Nocturnal moth eyes,False,Animalia,Invertebrates,Arthropoda,Organism,Organ,Population,1.0,False,,,True,Biology to Design,https://www.conceptkicks.com/design/sole-systems-006-the-natural-world,,,,,,,,,,,Biology to,Biology to Design,Lunocet,False,True,False,False,False,,
433,,,,2026.0,2026,,,,,,,,False,Academia,INECOA-CONICET/UNJu; CIEC/UNC; IMBIV/CONICET-UNC; INIBIOMA/CONICET-UNCo; UST Chile; Vrije Universiteit Amsterdam; Embrapa Forestry; GIEET/ICBIA/CONICET-UNRC,,Soil fauna and ecosystem functions: Current knowledge and future perspectives in Latin America,"Systematic literature review (388 studies, 1989-2024) assessing soil fauna, ecosystem functions and soil properties in Latin America. Analyzed geographical/biome distribution, taxonomic focus, scholarly networks, and relationships between soil fauna and ecosystem functions (litter decomposition, soil respiration, bioturbation, nutrient cycling) and soil properties.",False,"Soil macrofauna (earthworms, ants, beetles, termites) and mesofauna (mites, springtails) that perform ecosystem engineering, litter decomposition, nutrient cycling, and bioturbation functions",Earthworms; ants; beetles; mites; springtails; nematodes; spiders,True,Animalia,Invertebrates,Annelida,Organism,Population,Ecosystem,,False,"Earthworms (Crassiclitellata); Insects (Formicidae, Coleoptera, Isoptera); Acari; Collembola; Nematoda; Arachnida; Myriapoda",,False,,https://www.sciencedirect.com/science/article/pii/S0031405626000284,,,,,,,,,,,,,Soil fauna and ecosystem functions: Current knowledge and future perspectives in Latin America,True,False,False,False,False,,
434,"Complete, no interview",,In Development,2016.0,2016,,,,,,,,True,,Selecta Biosciences,True,TIB: Tolerance Inducing Biomaterials,Easily injectable biomaterial technology to induce and localize regulatory T cells to specific tissues for tissue regeneration with a focus on musculoskeletal diseases and injuries.,,Regulatory T cells; immune tolerance,Biomimics the localized immune tolerance mechanism of regulatory T cells in tissues,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/tib-tolerance-inducing-biomaterials-for-regulatory-t-cells/,,,,,,,,,,,,,TIB: Tolerance Inducing Biomaterials,False,False,True,False,False,,
435,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,PFASense,Next-generation environmental biosensor tool combining engineered protein sensors with portable electrochemical device for real-time detection of toxic PFAS 'forever chemicals' in water supplies.,,Engineered protein biosensors,Bioutilizes engineered protein sensors that mimic natural molecular recognition,True,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/pfasense-fast-in-field-testing-for-forever-chemicals/,,,,,,,,,,,,,PFASense,False,False,True,False,False,,
436,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,NeoSense,Saliva-based diagnostic test for sepsis detection in newborns using advanced single-molecule detection and AI to eliminate need for blood samples.,,Single-molecule biological detection,Bioutilizes biological single-molecule detection principles from cells,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/neosense-sepsis-detection-in-newborns/,,,,,,,,,,,,,NeoSense,False,False,True,False,False,,
437,"Complete, no interview",,In Development,2023.0,2023,,,,,,,,False,,,True,ENDOx,"Precision nanomedicine platform for diagnosis and treatment of endometriosis, targeting the abnormal endometrial tissue growth outside the uterus.",,Nanomedicine targeted delivery,Bioinspired targeted nanoparticle delivery mimicking biological targeting,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/endox-reimagining-endometriosis-care-through-precision-nanomedicine/,,,,,,,,,,,,,ENDOx,False,False,True,False,False,,
438,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,GeneSkin,"mRNA therapy for skin and hair rejuvenation using microneedle delivery to target basal stem cells to reduce scarring, reverse aging, and promote hair growth.",,Basal epidermal stem cells,Bioutilizes biological stem cell self-renewal and differentiation programs,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/geneskin-a-novel-mrna-therapy-for-skin-and-hair-rejuvenation/,,,,,,,,,,,,,GeneSkin,False,False,True,False,False,,
439,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,True,,,True,Nixe,Bioinspired PFAS-free water-repellent textile coating technology with utility across multiple industries to reduce use of harmful forever chemicals.,,Lotus leaf; insect cuticle superhydrophobic surfaces,Biomimics lotus leaf and insect cuticle water-repellent nanostructures,True,Plantae,Plants,,Population,Organism,Community,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/nixe-bioinspired-sustainable-and-water-repellent-textile-coating/,,,,,,,,,,,,,Nixe,False,True,False,False,False,,
440,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,COPDx,Point-of-care rapid diagnostic test using novel biomarkers to triage COPD patients at high risk of acute exacerbations and guide treatment.,,Disease biomarkers,Bioutilizes biological disease biomarkers as diagnostic signals,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/copdx-rapid-diagnostic-to-triage-acute-exacerbations/,,,,,,,,,,,,,COPDx,False,False,True,False,False,,
441,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Blood Clot Dx,"Ultra-sensitive triage test that identifies patients at risk for blood clots before they occur, enabling proactive treatment to reduce complications and deaths.",,Blood coagulation cascade,Bioutilizes biological clotting cascade biomarkers for detection,False,Animalia,Chordates,,Organ,Tissue,Organ System,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/blood-clot-dx/,,,,,,,,,,,,,Blood Clot Dx,False,False,True,False,False,,
442,"Complete, no interview",,In Development,2019.0,2019,,,,,,,,True,,,True,Injectable Hydrogel Adhesive,"Super-strong, stretchy, self-healing biomaterial adhesive that attaches to muscles and accelerates healing after injury.",,Extracellular matrix; mussel adhesion proteins,Biomimics ECM viscoelasticity and mussel adhesive protein underwater bonding,False,Animalia,Invertebrates,,Organ,Tissue,Organ System,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/injectable-hydrogel-adhesive-for-improved-muscle-regeneration/,,,,,,,,,,,,,Injectable Hydrogel Adhesive,False,True,True,False,False,,
443,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,MyoExo,Wearable diagnostic technology using strain sensors to accurately detect muscle rigidity in patients with Parkinson's disease and other neurological disorders.,,Neuromuscular mechanoreceptors,Biomimics neuromuscular sensing of muscle tone and rigidity,False,Animalia,Chordates,,Organ System,Organ,Organism,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/myoexo-smart-wearable-sensors-for-parkinsons-disease/,,,,,,,,,,,,,MyoExo,False,False,True,False,False,,
444,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,True,,,True,ReConstruct,"Platform for growing, vascularizing, and implanting patient-derived tissues enabling safer breast reconstruction after cancer surgery.",,Vascularized biological tissue,Bioutilizes patient-derived cells to grow vascularized tissue grafts,False,Animalia,Chordates,,Organ,Tissue,Organ System,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/reconstruct/,,,,,,,,,,,,,ReConstruct,False,True,True,False,False,,
445,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Metabolically Labeled CAR-T Cells,Metabolic labeling approach for patient-derived T cells engineered to carry immune-enhancing cytokines on their surfaces to expand adoptive T cell therapies for solid tumors.,,T lymphocytes; cytokine biology,Bioutilizes patient T cells and cytokine biology for cancer immunotherapy,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/metabolically-labeled-car-t-cells-against-cancermetabolic-t-cell-labeling-enhancing-t-cells-therapeutic-potential-with-immune-stimulating-cytokines/,,,,,,,,,,,,,Metabolically Labeled CAR-T Cells,False,False,True,False,False,,
446,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,AminoX,Protein drug platform using non-standard amino acids so drugs only become active in tumor microenvironment to avoid immune-related adverse effects.,,Protein amino acid biochemistry,Bioinspired use of non-standard amino acids in protein drug engineering,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/aminox-making-biologics-safer-with-synthetic-biology-and-advanced-chemistry/,,,,,,,,,,,,,AminoX,False,False,True,False,False,,
447,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Engineered Live Biotherapeutic Product (eLBP),Safe and cost-effective therapeutic co-administered with beta-lactam antibiotics to protect the gut microbiome and prevent antibiotic resistance.,,Gut microbiome bacteria (engineered live bacteria),Bioutilizes engineered gut microbiome bacteria as live therapeutic agents,False,Monera,,,Organism,Organ System,Population,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/engineered-live-biotherapeutic-product-elbp-to-protect-the-microbiome-from-antibiotics/,,,,,,,,,,,,,Engineered Live Biotherapeutic Product (eLBP),False,False,True,False,False,,
448,"Complete, no interview",,In Development,2022.0,2022,,,,,,,,False,,,True,Ichor,Addressing multiple age-related diseases by identifying genetic interventions to reprogram old cells to a younger state to improve cancer survival and cardiovascular health.,,Cellular epigenetic reprogramming,Bioinspired by epigenetic cellular rejuvenation found in stem cells,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/ichor-reversing-aging/,,,,,,,,,,,,,Ichor,False,False,True,False,False,,
449,"Complete, no interview",,In Development,2021.0,2021,,,,,,,,False,,,True,NodeTX,Novel immunotherapy that leverages the body's innate ability to grow lymph nodes to fight tumors.,,Lymph node growth biology,Biomimics the body's natural ability to grow lymph nodes as immune organs,False,Animalia,Chordates,,Organ System,Organ,Organism,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/nodetx-growing-temporary-lymph-nodes-to-treat-cancer/,,,,,,,,,,,,,NodeTX,False,False,True,False,False,,
450,"Complete, no interview",,In Development,2019.0,2019,,,,,,,,False,,,True,Immunostimulatory RNA Therapeutic,"Novel dsRNAs that stimulate the immune system to inhibit cancer, bacterial, and viral infections including SARS-CoV-2 and influenza.",,Viral dsRNA; innate immune RNA sensing,Bioutilizes viral dsRNA patterns that activate innate immune responses,False,,,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/broad-spectrum-rna-therapeutic-for-covid-19-and-influenza-3/,,,,,,,,,,,,,Immunostimulatory RNA Therapeutic,False,False,True,False,False,,
451,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,False,,,True,Cellular Backpacks for Cell Therapy,Macrophage-attaching particles that deliver molecules keeping immune cells in desired therapeutic state for cancer and autoimmune disorder treatment.,,Macrophage immune cell biology,Bioutilizes macrophage cells with attached particle-based drug payloads,False,Animalia,Chordates,,Tissue,Cell,Organ,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/cellular-backpacks-to-slow-tumor-growth/,,,,,,,,,,,,,Cellular Backpacks for Cell Therapy,False,False,True,False,False,,
452,"Complete, no interview",,Commercially Available,2012.0,2012,,,,,,,,True,,Digital Biology,True,DNA Nanoswitch Calipers,First-of-their-kind DNA nanotechnology research tool leveraging DNA's molecular qualities to study post-translational protein modifications.,,DNA molecular hybridization,Bioutilizes DNA hybridization mechanics for molecular caliper measurements,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/dna-nanoswitch-calipers-for-single-molecule-proteomics/,,,,,,,,,,,,,DNA Nanoswitch Calipers,False,True,False,False,False,,
453,"Complete, no interview",,Commercially Available,2015.0,2015,,,,,,,,True,,Digital Biology,True,DNA Nanoswitches Lab-on-a-Molecule,"DNA nanotechnology platform for high-throughput, low-cost screening of chemical and biologic compounds to discover first-in-class therapeutics.",,DNA molecular recognition switches,Bioutilizes DNA conformational switching for molecular drug screening,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/lab-on-a-molecule-drug-discovery/,,,,,,,,,,,,,DNA Nanoswitches Lab-on-a-Molecule,False,True,False,False,False,,
454,"Complete, no interview",,Commercially Available,2017.0,2017,,,,,,,,True,,Digital Biology,True,DNA Nanostructures for Drug Delivery,Arbitrarily shaped DNA nanostructures built via DNA-brick self-assembly for nanofabrication and targeted drug delivery applications.,,DNA base-pairing self-assembly (DNA-brick),Bioutilizes DNA base-pairing self-assembly to form drug-delivery nanostructures,False,Animalia,Chordates,,Organelle,Molecule,Cell,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/dna-nanostructures-for-drug-delivery/,,,,,,,,,,,,,DNA Nanostructures for Drug Delivery,False,True,True,False,False,,
455,"Complete, no interview",,Commercially Available,2018.0,2018,,,,,,,,True,,Digital Biology,True,DNA Nanotechnology Tools,Suite of diverse multifunctional DNA nanotechnological tools for clinical and biomedical research including diagnostics and therapy development.,,DNA molecular nanotechnology,Bioutilizes diverse DNA nanotechnology principles for biomedical applications,False,Animalia,Chordates,,Organelle,Molecule,Cell,2.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/dna-nanotechnology-tools-from-design-to-applications/,,,,,,,,,,,,,DNA Nanotechnology Tools,False,True,True,False,False,,
456,"Complete, no interview",,In Development,2016.0,2016,,,,,,,,False,,,True,Instrument-Free Molecular Diagnostics,"Synthetic biology-based molecular diagnostics platform enabling low-cost, highly accurate diagnostic tests for non-clinical settings.",,Synthetic gene regulatory circuits,Bioinspired by natural RNA/DNA gene regulatory circuits for diagnostics,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/instrument-free-molecular-diagnostics/,,,,,,,,,,,,,Instrument-Free Molecular Diagnostics,False,False,True,False,False,,
457,"Complete, no interview",,In Development,2020.0,2020,,,,,,,,True,,,True,Crisscross Nanoseed Detection,Nanotech-based diagnostic platform using DNA nucleation mechanism to detect pathogen-derived biomarkers within 15 minutes for infectious disease diagnostics.,,DNA nucleation and self-assembly,Bioutilizes DNA nucleation seeding analogous to biological crystal nucleation,False,Animalia,Chordates,,Organelle,Molecule,Cell,1.0,,,True,False,Biology to Design,https://wyss.harvard.edu/technology/crisscross-nanoseed-detection-nanotechnology-powered-infectious-disease-diagnostics/,,,,,,,,,,,,,Crisscross Nanoseed Detection,False,True,False,False,False,,
